,desc,trans,origin,engine,price
1613,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1614,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1615,2005 Toyota HiAce,,foreign,petrol,3450000
1616,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1617,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1618,2012 Toyota Venza,automatic,foreign,petrol,5500000
1619,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1620,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1621,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1622,2015 Toyota Camry,automatic,foreign,petrol,5700000
1623,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1624,2008 Honda CR-V,automatic,foreign,petrol,2800000
1625,2005 Volkswagen LT,,foreign,diesel,2500000
1626,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1627,2013 Toyota Venza,automatic,foreign,petrol,5000000
1628,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1629,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1630,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1631,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1632,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1633,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1634,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1635,2005 Toyota HiAce,,foreign,petrol,3450000
1636,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1637,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1638,2012 Toyota Venza,automatic,foreign,petrol,5500000
1639,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1640,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1641,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1642,2015 Toyota Camry,automatic,foreign,petrol,5700000
1643,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1644,2008 Honda CR-V,automatic,foreign,petrol,2800000
1645,2005 Volkswagen LT,,foreign,diesel,2500000
1646,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1647,2013 Toyota Venza,automatic,foreign,petrol,5000000
1648,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1649,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1650,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1651,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1652,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1653,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1654,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1655,2005 Toyota HiAce,,foreign,petrol,3450000
1656,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1657,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1658,2012 Toyota Venza,automatic,foreign,petrol,5500000
1659,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1660,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1661,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1662,2015 Toyota Camry,automatic,foreign,petrol,5700000
1663,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1664,2008 Honda CR-V,automatic,foreign,petrol,2800000
1665,2005 Volkswagen LT,,foreign,diesel,2500000
1666,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1667,2013 Toyota Venza,automatic,foreign,petrol,5000000
1668,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1669,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1670,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1671,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1672,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1673,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1674,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1675,2005 Toyota HiAce,,foreign,petrol,3450000
1676,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1677,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1678,2012 Toyota Venza,automatic,foreign,petrol,5500000
1679,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1680,2007  Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1681,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1682,2015 Toyota Camry,automatic,foreign,petrol,5700000
1683,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1684,2008 Honda CR-V,automatic,foreign,petrol,2800000
1685,2005 Volkswagen LT,,foreign,diesel,2500000
1686,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1687,2013 Toyota Venza,automatic,foreign,petrol,5000000
1688,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1689,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1690,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1691,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1692,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1693,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1694,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1695,2005 Toyota HiAce,,foreign,petrol,3450000
1696,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1697,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1698,2012 Toyota Venza,automatic,foreign,petrol,5500000
1699,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1700,2007  Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1701,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1702,2015 Toyota Camry,automatic,foreign,petrol,5700000
1703,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1704,2008 Honda CR-V,automatic,foreign,petrol,2800000
1705,2005 Volkswagen LT,,foreign,diesel,2500000
1706,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1707,2013 Toyota Venza,automatic,foreign,petrol,5000000
1708,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1709,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1710,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1711,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1712,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1713,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1714,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1715,2005 Toyota HiAce,,foreign,petrol,3450000
1716,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1717,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1718,2012 Toyota Venza,automatic,foreign,petrol,5500000
1719,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1720,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1721,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1722,2015 Toyota Camry,automatic,foreign,petrol,5700000
1723,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1724,2008 Honda CR-V,automatic,foreign,petrol,2800000
1725,2005 Volkswagen LT,,foreign,diesel,2500000
1726,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1727,2013 Toyota Venza,automatic,foreign,petrol,5000000
1728,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1729,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1730,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1731,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1732,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1733,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1734,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1735,2005 Toyota HiAce,,foreign,petrol,3450000
1736,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1737,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1738,2012 Toyota Venza,automatic,foreign,petrol,5500000
1739,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1740,2007  Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1741,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1742,2015 Toyota Camry,automatic,foreign,petrol,5700000
1743,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1744,2008 Honda CR-V,automatic,foreign,petrol,2800000
1745,2005 Volkswagen LT,,foreign,diesel,2500000
1746,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1747,2013 Toyota Venza,automatic,foreign,petrol,5000000
1748,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1749,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1750,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1751,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1752,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1753,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1754,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1755,2005 Toyota HiAce,,foreign,petrol,3450000
1756,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1757,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1758,2012 Toyota Venza,automatic,foreign,petrol,5500000
1759,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1760,2007  Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1761,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1762,2015 Toyota Camry,automatic,foreign,petrol,5700000
1763,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1764,2008 Honda CR-V,automatic,foreign,petrol,2800000
1765,2005 Volkswagen LT,,foreign,diesel,2500000
1766,2011  Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1767,2013 Toyota Venza,automatic,foreign,petrol,5000000
1768,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1769,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1770,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1771,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1772,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1773,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1774,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1775,2005 Toyota HiAce,,foreign,petrol,3450000
1776,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1777,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1778,2012 Toyota Venza,automatic,foreign,petrol,5500000
1779,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1780,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1781,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1782,2015 Toyota Camry,automatic,foreign,petrol,5700000
1783,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1784,2008 Honda CR-V,automatic,foreign,petrol,2800000
1785,2005 Volkswagen LT,,foreign,diesel,2500000
1786,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1787,2013 Toyota Venza,automatic,foreign,petrol,5000000
1788,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1789,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1790,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1791,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1792,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1793,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1794,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1795,2005 Toyota HiAce,,foreign,petrol,3450000
1796,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1797,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1798,2012 Toyota Venza,automatic,foreign,petrol,5500000
1799,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1800,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1801,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1802,2015 Toyota Camry,automatic,foreign,petrol,5700000
1803,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1804,2008 Honda CR-V,automatic,foreign,petrol,2800000
1805,2005 Volkswagen LT,,foreign,diesel,2500000
1806,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1807,2013 Toyota Venza,automatic,foreign,petrol,5000000
1808,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1809,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1810,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1811,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1812,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1813,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1814,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1815,2005 Toyota HiAce,,foreign,petrol,3450000
1816,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1817,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1818,2012 Toyota Venza,automatic,foreign,petrol,5500000
1819,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1820,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1821,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1822,2015 Toyota Camry,automatic,foreign,petrol,5700000
1823,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1824,2008 Honda CR-V,automatic,foreign,petrol,2800000
1825,2005 Volkswagen LT,,foreign,diesel,2500000
1826,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1827,2013 Toyota Venza,automatic,foreign,petrol,5000000
1828,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1829,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1830,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1831,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1832,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1833,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1834,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1835,2005 Toyota HiAce,,foreign,petrol,3450000
1836,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1837,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1838,2012 Toyota Venza,automatic,foreign,petrol,5500000
1839,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1840,2007  Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1841,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1842,2015 Toyota Camry,automatic,foreign,petrol,5700000
1843,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1844,2008 Honda CR-V,automatic,foreign,petrol,2800000
1845,2005 Volkswagen LT,,foreign,diesel,2500000
1846,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1847,2013 Toyota Venza,automatic,foreign,petrol,5000000
1848,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1849,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1850,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1851,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1852,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1853,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1854,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1855,2005 Toyota HiAce,,foreign,petrol,3450000
1856,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1857,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1858,2012 Toyota Venza,automatic,foreign,petrol,5500000
1859,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1860,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1861,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1862,2015 Toyota Camry,automatic,foreign,petrol,5700000
1863,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1864,2008 Honda CR-V,automatic,foreign,petrol,2800000
1865,2005 Volkswagen LT,,foreign,diesel,2500000
1866,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1867,2013 Toyota Venza,automatic,foreign,petrol,5000000
1868,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1869,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1870,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1871,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1872,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1873,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1874,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1875,2005 Toyota HiAce,,foreign,petrol,3450000
1876,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1877,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1878,2012 Toyota Venza,automatic,foreign,petrol,5500000
1879,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1880,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1881,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1882,2015 Toyota Camry,automatic,foreign,petrol,5700000
1883,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1884,2008 Honda CR-V,automatic,foreign,petrol,2800000
1885,2005 Volkswagen LT,,foreign,diesel,2500000
1886,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1887,2013 Toyota Venza,automatic,foreign,petrol,5000000
1888,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1889,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1890,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1891,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1892,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1893,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1894,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1895,2005 Toyota HiAce,,foreign,petrol,3450000
1896,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1897,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1898,2012 Toyota Venza,automatic,foreign,petrol,5500000
1899,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1900,2007  Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1901,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1902,2015 Toyota Camry,automatic,foreign,petrol,5700000
1903,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1904,2008 Honda CR-V,automatic,foreign,petrol,2800000
1905,2005 Volkswagen LT,,foreign,diesel,2500000
1906,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1907,2013 Toyota Venza,automatic,foreign,petrol,5000000
1908,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1909,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1910,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1911,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1912,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1913,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1914,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1915,2005 Toyota HiAce,,foreign,petrol,3450000
1916,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1917,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1918,2012 Toyota Venza,automatic,foreign,petrol,5500000
1919,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1920,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1921,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1922,2015 Toyota Camry,automatic,foreign,petrol,5700000
1923,2008 Lexus ES 350,automatic,foreign,petrol,3000000
1924,2008 Honda CR-V,automatic,foreign,petrol,2800000
1925,2005 Volkswagen LT,,foreign,diesel,2500000
1926,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
1927,2013 Toyota Venza,automatic,foreign,petrol,5000000
1928,2010 Toyota Corolla,automatic,foreign,petrol,2700000
1929,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
1930,2008 Toyota RAV4 Limited,automatic,foreign,petrol,3100000
1931,2002 Toyota HiAce,automatic,foreign,petrol,3450000
1932,2008 Toyota RAV4,automatic,foreign,petrol,2800000
1933,2005 Toyota Avensis Verso,automatic,foreign,petrol,2550000
1934,2008 Mercedes-Benz C350,automatic,local,petrol,2250000
1935,2005 Toyota HiAce,,foreign,petrol,3450000
1936,2014 Toyota Corolla LE Automatic,automatic,foreign,petrol,4200000
1937,2014 Toyota RAV4 4WD,automatic,foreign,petrol,5950000
1938,2012 Toyota Venza,automatic,foreign,petrol,5500000
1939,2005 Lexus ES 330,automatic,foreign,petrol,1800000
1940,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
1941,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
1942,2015 Toyota Camry,automatic,foreign,petrol,5700000
1943,2008 Lexus ES 350,automatic,foreign,petrol,3000000
